solicitacao_bairro,processo_ocorrencia,confirmado,latitude,longitude,rain_hour,rain_day,altitude,ground_type,danger_level,flooding_risk,ground_amplitude,filtered_ocorrencia
2,1,0,-8.0146456,-34.8963198,0.0,4.0,20.0,7,2,3,3,0
4,9,0,-8.0129991,-34.9127978,0.0,2.0,55.0,0,2,3,3,0
2,0,0,-8.0121954,-34.8999783,0.0,5.0,43.0,7,2,3,3,0
64,1,0,-7.9999177,-34.9269306,0.0,1.0,66.0,5,2,3,3,0
55,12,0,-8.1395213,-34.9294652,0.0,3.0,39.0,4,2,3,3,0
64,11,0,-7.9993388,-34.9325296,0.0,8.0,43.0,5,1,3,3,0
45,1,0,-8.1375763,-34.9521455,0.0,23.0,52.0,0,2,3,3,0
57,9,0,-8.0118867,-34.9311631,0.0,0.0,31.0,0,1,3,3,0
86,6,1,-8.0359857,-34.9739503,0.0,6.0,65.0,4,2,3,3,1
64,6,1,-8.0006668,-34.927744,0.2,2.0,68.0,5,2,3,3,1
8,9,0,-8.0941474,-34.9284115,0.0,0.0,13.0,2,1,2,0,0
67,9,0,-7.981645,-34.9300907,18.0,153.0,61.0,5,2,3,3,1
45,6,1,-8.107540199999999,-34.949931520289695,0.0,0.0,35.0,6,2,3,3,1
5,11,0,-8.0212968,-34.9081116,0.0,10.0,44.0,7,2,3,3,0
64,9,0,-7.9999358,-34.9268208,0.0,16.0,66.0,5,2,3,3,1
64,6,1,-7.9991385,-34.9266415,0.6,13.0,66.0,5,2,3,3,1
87,6,1,-8.0147333,-34.9218343,0.0,0.0,37.0,0,2,3,3,1
36,1,0,-8.0044956,-34.9066946,0.0,3.0,35.0,7,0,3,3,0
12,9,0,-8.1133093,-34.8924301,0.0,3.0,12.0,2,1,3,0,0
56,1,0,-8.0080906,-34.9078692,0.0,10.0,15.0,7,1,3,1,0
67,6,1,-7.9866233,-34.9287523,5.2,75.0,47.0,5,2,3,3,1
57,0,0,-8.0167725,-34.92925013244986,0.0,0.0,12.0,0,1,0,1,0
55,12,0,-8.1346198,-34.9349959,5.6,24.0,59.0,4,0,3,3,0
64,6,1,-8.0077069,-34.9230319,0.0,0.0,33.0,0,2,3,3,1
36,6,1,-7.9986925,-34.9201522,8.2,84.0,43.0,5,0,3,3,1
58,9,0,-8.0537928,-34.9166092,0.0,3.0,10.0,0,1,0,0,0
12,8,0,-8.1361945,-34.9145379,0.0,1.0,13.0,2,1,0,0,0
64,12,0,-8.0055139,-34.9251502,5.0,57.0,63.0,5,2,3,3,0
56,9,0,-7.9990249,-34.9342349,0.0,0.0,53.0,5,1,3,3,1
86,6,1,-8.0314764,-34.9754249,0.0,21.0,67.0,4,2,3,3,1
12,9,0,-8.1279168,-34.9014861,3.0,11.0,10.0,2,1,0,0,0
87,12,0,-8.0157625,-34.9222085,0.0,1.0,37.0,0,2,3,3,0
64,1,0,-8.0030566,-34.9259801,0.4,34.0,46.0,5,2,3,3,0
24,9,0,-8.0246343,-34.917753,0.0,-1.0,15.0,0,1,3,3,1
45,3,0,-8.107540199999999,-34.949931520289695,0.0,16.0,35.0,6,2,3,3,0
12,9,0,-8.12432,-34.898888,0.0,0.0,12.0,2,1,0,0,0
64,1,0,-7.9969368,-34.9281029,0.0,0.0,70.0,5,1,3,3,0
64,6,1,-7.9992462,-34.9329646,0.0,1.0,43.0,5,1,3,3,1
45,9,0,-8.1200629,-34.9491955,0.0,0.0,74.0,4,2,3,3,0
36,9,0,-7.9941573,-34.9142256,0.0,23.0,38.0,5,2,3,3,0
45,6,1,-8.1249528,-34.9487139,2.2,-1.0,42.0,4,2,3,3,1
52,9,0,-8.0294648,-34.9312316,0.0,25.0,8.0,1,1,0,0,0
36,6,1,-8.0008105,-34.9082081,0.4,31.0,51.0,5,2,3,3,1
45,6,1,-8.107540199999999,-34.949931520289695,1.0,10.0,35.0,6,2,3,3,1
67,6,1,-7.9884804,-34.9235187,0.4,10.0,40.0,5,1,3,3,1
43,9,0,-7.9955574,-34.9545086,0.0,2.0,61.0,5,0,3,3,1
64,9,0,-8.0042851,-34.9260568,0.0,2.0,63.0,5,2,3,3,1
5,12,0,-8.0180775,-34.9078477,0.0,44.0,32.0,0,2,3,3,0
32,1,0,-8.0498583,-34.9359975,0.0,6.0,13.0,7,1,0,0,0
36,6,1,-7.9917412,-34.9174881,0.0,44.0,24.0,5,1,3,3,1
12,9,0,-8.1034286,-34.8886544,0.0,0.0,12.0,2,1,2,0,0
56,6,1,-8.0105195,-34.9073316,7.0,123.0,36.0,7,1,3,3,1
87,9,0,-8.0091928,-34.9183702,0.0,1.0,41.0,0,2,3,3,1
56,6,1,-8.0037213,-34.9143027,0.0,0.0,58.0,5,2,3,3,1
64,6,1,-8.0062911,-34.9227154,0.0,0.0,58.0,5,1,3,3,1
64,1,0,-8.0026558,-34.9264289,0.0,1.0,46.0,5,0,3,3,0
36,9,0,-7.9920682,-34.9179686,0.0,1.0,24.0,5,1,3,3,0
67,9,0,-7.9850539,-34.9301988,0.0,29.0,61.0,5,2,3,3,1
64,6,1,-7.9972381,-34.9303751,2.6,98.0,41.0,5,2,3,3,1
53,2,0,-8.076352,-34.9460238,0.0,1.0,11.0,2,1,2,0,0
36,6,1,-7.988553550000001,-34.92232574738948,0.4,7.0,30.0,5,1,3,3,1
35,6,1,-8.0207478,-34.9558716,1.4,21.0,27.0,0,1,3,3,1
64,6,1,-8.0044842,-34.9257202,0.0,0.0,63.0,5,2,3,3,1
86,1,0,-8.0414739,-34.9526309,0.0,4.0,13.0,0,1,0,0,0
36,6,1,-7.988553550000001,-34.92232574738948,18.8,153.0,30.0,5,1,3,3,1
55,6,1,-8.1312646,-34.9374056,0.0,59.0,34.0,4,2,3,3,1
17,6,1,-8.0142691,-34.9241833,1.4,21.0,72.0,0,2,3,3,1
55,6,1,-8.1340722,-34.9423642,0.0,-1.0,70.0,4,2,3,3,1
45,6,1,-8.132267,-34.9466102,0.2,21.0,19.0,4,1,3,3,1
75,9,0,-8.0848512,-34.9577065,0.0,0.0,20.0,6,1,0,1,0
38,12,0,-8.0502402,-34.9405999,0.0,-1.0,14.0,0,1,0,0,0
87,1,0,-8.0076696,-34.9177433,0.0,20.0,50.0,0,2,3,3,0
43,6,1,-7.9962875,-34.9336803,0.0,3.0,66.0,5,2,3,3,1
36,12,0,-8.0026589,-34.9068032,0.4,3.0,52.0,5,2,3,3,0
87,1,0,-8.1111283,-34.9625845,0.0,33.0,86.0,6,3,3,4,0
64,6,1,-8.0000333,-34.9350187,5.0,66.0,71.0,5,2,3,3,1
53,9,0,-8.0809874,-34.9478343,1.2,2.0,9.0,6,1,3,2,0
55,9,0,-8.1358544,-34.9418468,6.2,66.0,39.0,4,2,3,3,0
86,6,1,-8.0305158,-34.9776351,7.2,44.0,85.0,4,2,3,3,1
23,9,0,-8.0353556,-34.8827436,0.0,0.0,9.0,7,1,0,0,0
55,1,0,-8.1366688,-34.9350162,0.0,29.0,51.0,4,2,3,3,0
4,12,0,-8.0129991,-34.9127978,0.0,23.0,55.0,0,2,3,3,0
61,1,0,-8.0258093,-34.9294679,0.0,92.0,17.0,0,2,3,3,0
30,6,1,-8.1206921,-34.9601683,0.2,8.0,40.0,6,3,3,4,1
36,6,1,-7.9974518,-34.9108119,0.0,0.0,55.0,5,2,3,3,1
45,6,1,-8.1358242,-34.9525188,0.0,1.0,25.0,0,1,3,3,1
64,9,0,-7.9983624,-34.9340461,0.0,29.0,53.0,5,0,3,3,1
57,12,0,-8.0057876,-34.9324787,1.4,21.0,50.0,5,2,3,3,0
32,9,0,-8.0493716,-34.9313542,0.0,0.0,12.0,7,1,0,0,0
87,6,1,-8.1111283,-34.9625845,0.0,0.0,86.0,6,3,3,4,1
14,2,0,-8.0170931,-34.9032815,0.0,23.0,27.0,0,2,3,3,0
1,9,0,-8.0758809,-34.9062025,0.0,2.0,4.0,7,1,0,0,0
82,16,0,-8.0425107,-34.9074638,0.0,23.0,17.0,7,1,2,0,0
59,9,0,-8.0243874,-34.9029783,0.2,6.0,35.0,7,2,3,3,0
43,6,1,-7.9967245,-34.9374488,2.2,15.0,59.0,5,2,3,3,1
43,1,0,-7.9967245,-34.9374488,1.6,56.0,59.0,5,2,3,3,0
5,11,0,-8.0212968,-34.9081116,0.0,11.0,44.0,7,2,3,3,0
49,11,0,-8.0695362,-34.900322,0.2,9.0,8.0,7,1,0,1,0
32,2,0,-8.0511193,-34.928542,0.0,1.0,10.0,7,1,0,0,0
36,6,1,-7.9958977,-34.9205643,3.6,57.0,71.0,5,2,3,3,1
45,9,0,-8.1242118,-34.9462927,2.4,44.0,77.0,4,2,3,3,0
64,9,0,-8.0055139,-34.9251502,0.0,13.0,63.0,5,2,3,3,1
36,6,1,-7.9986925,-34.9201522,0.4,51.0,43.0,5,0,3,3,1
56,16,0,-8.0080906,-34.9078692,5.6,46.0,15.0,7,1,3,1,0
45,6,1,-8.1239636,-34.9377499,0.4,21.0,68.0,4,2,3,3,1
87,6,1,-8.0123133,-34.917952,0.0,4.0,65.0,0,2,3,3,1
7,0,0,-8.0190214,-34.9381275,2.2,-1.0,,0,2,3,3,0
64,9,0,-8.017866,-34.9274039,7.0,68.0,26.0,0,2,3,3,0
4,9,0,-8.0143043,-34.9094211,0.0,9.0,46.0,0,2,3,3,1
45,9,0,-8.1323859,-34.9484299,0.0,66.0,17.0,4,1,3,1,1
36,11,0,-7.988553550000001,-34.92232574738948,0.0,0.0,30.0,5,1,3,3,0
55,9,0,-8.1344545,-34.944505,0.0,0.0,65.0,4,1,3,3,0
86,9,0,-8.02377775,-34.96467022239024,0.0,11.0,52.0,4,2,3,3,0
64,6,1,-8.0000794,-34.9334878,4.4,9.0,71.0,5,2,3,3,1
55,9,0,-8.1359088,-34.9425382,0.0,21.0,39.0,4,2,3,3,0
53,6,1,-8.0809874,-34.9478343,4.2,92.0,9.0,6,1,3,2,1
45,14,0,-8.1265266,-34.9511307,1.0,-1.0,28.0,4,2,2,1,0
64,6,1,-7.9951706,-34.9313562,1.0,-1.0,49.0,5,2,3,3,1
55,6,1,-8.1318019,-34.9440956,0.0,7.0,52.0,4,2,3,3,1
25,9,0,-8.034775,-34.9149075,0.0,0.0,13.0,7,1,0,0,0
45,6,1,-8.1247555,-34.9453841,0.0,15.0,40.0,4,1,3,3,1
87,6,1,-8.0120658,-34.9209227,0.0,0.0,63.0,0,1,3,3,1
67,6,1,-7.9866233,-34.9287523,2.0,57.0,47.0,5,2,3,3,1
84,12,0,-8.0618637,-34.9360457,,,10.0,2,1,0,0,0
55,1,0,-8.1312646,-34.9374056,,,34.0,4,2,3,3,0
46,1,0,-8.1195047,-34.9418921,,,41.0,4,2,3,3,0
16,9,0,-8.0827799,-34.8789567,0.0,65.0,7.0,2,1,0,0,0
64,6,1,-8.005971,-34.9262559,4.4,-1.0,63.0,5,1,3,3,1
23,14,0,-8.0274627,-34.875899,,,11.0,5,1,0,1,0
32,9,0,-8.0511193,-34.928542,,,10.0,7,1,0,0,0
57,9,0,-8.0118867,-34.9311631,,,31.0,0,1,3,3,0
45,2,0,-8.1280182,-34.9554981,0.3,10.3,25.0,4,2,3,3,0
64,6,1,-8.005971,-34.9262559,,,63.0,5,1,3,3,1
43,1,0,-7.9962875,-34.9336803,0.0,3.0,66.0,5,2,3,3,0
45,9,0,-8.1113374,-34.951285,1.4,-1.0,82.0,6,1,3,3,0
45,6,1,-8.116954549999999,-34.95209736849097,0.0,2.8,69.0,4,2,3,3,1
50,9,0,-8.1189656,-34.9102639,,,6.0,2,1,0,1,0
31,6,1,-8.0840227,-34.9691585,0.2,9.7,59.0,6,2,3,3,1
45,9,0,-8.1274791,-34.9565986,0.0,1.2,44.0,0,1,3,3,1
64,6,1,-8.0009093,-34.9357437,,,82.0,5,1,3,3,1
64,1,0,-7.9999177,-34.9269306,0.0,29.0,66.0,5,2,3,3,0
45,9,0,-8.1114629,-34.9539035,1.0,46.0,72.0,6,1,3,3,0
64,9,0,-8.0014099,-34.931535,0.1,0.6,50.0,5,1,3,3,1
64,6,1,-7.9992462,-34.9329646,,,43.0,5,1,3,3,1
67,6,1,-7.981645,-34.9300907,0.1,3.5,61.0,5,2,3,3,1
4,9,0,-8.016403,-34.9137546,0.0,1.4,36.0,0,1,3,3,1
36,9,0,-7.9989151,-34.9139459,0.9,11.1,69.0,5,2,3,3,1
35,6,1,-8.0140234,-34.9524573,0.0,24.0,24.0,0,1,0,1,1
64,9,0,-7.9969368,-34.9281029,0.0,-1.0,70.0,5,1,3,3,1
86,1,0,-8.0388558,-34.9672562,,,18.0,4,2,3,3,0
27,9,0,-8.0048568,-34.9374998,1.5,,31.0,5,1,3,3,0
56,6,1,-8.0090621,-34.9046508,,,28.0,7,2,3,3,1
56,9,0,-7.9990249,-34.9342349,,,53.0,5,1,3,3,0
40,0,0,-8.0827374,-34.9279068,11.8,-1.0,6.0,2,1,0,1,0
53,9,0,-8.0662752,-34.9362607,,,8.0,2,1,0,0,0
43,6,1,-7.9955574,-34.9545086,0.0,0.0,61.0,5,0,3,3,1
24,1,0,-8.0246343,-34.917753,0.0,-1.0,15.0,0,1,3,3,0
13,11,0,-8.0639929,-34.887769872847244,,,8.0,7,1,0,0,0
64,8,0,-8.017866,-34.9274039,0.0,2.0,26.0,0,2,3,3,0
69,9,0,-8.0952528,-34.8874243,0.7,7.9,7.0,2,1,0,0,0
45,11,0,-8.1200916,-34.958143,0.0,0.0,81.0,4,1,3,3,0
4,9,0,-8.0129991,-34.9127978,0.0,2.0,55.0,0,2,3,3,1
36,6,1,-8.000125,-34.9168561,0.0,0.0,32.0,5,1,3,3,1
43,9,0,-7.9643913,-34.9243226,,,,5,1,3,3,1
64,6,1,-7.9972381,-34.9303751,,,,5,2,3,3,1
54,2,0,-8.0875245,-34.9245208,,,,7,1,0,1,0
64,6,1,-8.0055139,-34.9251502,,,,5,2,3,3,1
4,6,1,-8.0154577,-34.9119973,,,,0,1,3,3,1
64,12,0,-8.017866,-34.9274039,,,,0,2,3,3,0
87,9,0,-8.0053382,-34.9191709,,,,5,2,3,3,0
10,9,0,-8.0917848,-34.943461,,,,7,1,3,2,0
45,9,0,-8.116954549999999,-34.95209736849097,0.5,8.8,,4,2,3,3,1
87,1,0,-8.1111283,-34.9625845,,,,6,3,3,4,0
43,1,0,-7.9620652,-34.920636,0.0,4.5,,5,2,3,3,0
45,6,1,-8.107540199999999,-34.949931520289695,,,,6,2,3,3,1
45,6,1,-8.1265266,-34.9511307,,,,4,2,2,1,1
64,6,1,-8.0062911,-34.9227154,,,,5,1,3,3,1
45,9,0,-8.120419,-34.9560682,0.0,2.0,,4,1,3,3,1
84,9,0,-8.0579676,-34.9363119,0.1,3.7,,0,1,0,0,0
13,9,0,-8.0610909,-34.8825251,,,,7,1,0,0,0
45,1,0,-8.1146075,-34.9519166,0.4,6.0,,4,1,3,3,0
10,1,0,-8.0889563,-34.9433305,,,,7,1,3,2,0
36,1,0,-8.000652850000002,-34.915896439373704,,,,5,2,3,3,0
27,6,1,-8.0086272,-34.9361484,0.1,11.0,,0,1,3,3,1
87,9,0,-8.011774,-34.919054,0.0,2.7,,0,2,3,3,0
4,1,0,-8.0129991,-34.9127978,,,,0,2,3,3,0
45,6,1,-8.1120603,-34.9565476,0.0,0.7,,6,1,3,3,1
70,9,0,-8.0296995,-34.8930853,,,,7,1,0,0,0
36,9,0,-8.005554,-34.9084166,0.2,5.9,,7,2,3,3,1
2,9,0,-8.0146456,-34.8963198,0.3,1.5,,7,2,3,3,0
4,9,0,-8.0143043,-34.9094211,,,,0,2,3,3,1
64,6,1,-7.9982989,-34.9276359,,,,5,0,3,3,1
45,6,1,-8.1140831,-34.9488462,,,,4,2,3,3,1
51,9,0,-8.1102316,-34.9198993,1.9,47.8,,2,1,2,0,0
45,6,1,-8.1120943,-34.9578106,,,,6,1,3,3,1
2,6,1,-8.0148822,-34.8968286,,,,7,1,3,3,1
57,6,1,-8.0167725,-34.92925013244986,,,,0,1,0,1,1
67,9,0,-7.9842345,-34.9162209,0.0,2.0,,5,1,0,1,0
45,6,1,-8.116954549999999,-34.95209736849097,0.1,7.2,,4,2,3,3,1
45,6,1,-8.1195557,-34.9369157,,,,4,1,2,1,1
17,9,0,-7.9930052,-34.9322037,0.0,0.0,,5,2,3,3,0
67,6,1,-7.9840705,-34.9282904,0.2,4.7,,5,0,3,3,1
40,12,0,-8.0902314,-34.9276562,,,,7,1,2,0,0
64,1,0,-8.0101515,-34.9240808,0.0,1.1,,0,2,3,3,0
36,6,1,-7.9912716,-34.9171168,1.1,19.9,,5,1,3,3,1
45,9,0,-8.1124454,-34.9472469,0.0,6.0,,4,2,3,3,1
45,9,0,-8.1137056,-34.9497373,1.0,11.1,,4,1,3,3,1
35,1,0,-8.0126963,-34.9523302,,,,0,1,3,3,0
71,9,0,-8.0598858,-34.9139126,,,,7,1,0,0,0
43,6,1,-7.9976508,-34.9336427,,,,5,2,3,3,1
2,6,1,-8.0131764,-34.9011715,,,,0,1,3,3,1
43,0,0,-7.9962875,-34.9336803,,,,5,2,3,3,0
45,6,1,-8.1083445,-34.9518492,0.1,11.1,,6,1,3,3,1
45,1,0,-8.1140831,-34.9488462,0.1,3.3,,4,2,3,3,0
64,12,0,-7.9992462,-34.9329646,0.1,5.2,,5,1,3,3,0
45,6,1,-8.1124454,-34.9472469,0.0,6.7,,4,2,3,3,1
64,6,1,-8.0058044,-34.9254859,,,,5,2,3,3,1
53,14,0,-8.0879336,-34.9477029,0.1,4.7,,7,1,1,1,0
36,9,0,-7.988553550000001,-34.92232574738948,,,,5,1,3,3,0
64,1,0,-7.9966528,-34.9325665,0.0,0.6,,5,2,3,3,0
64,1,0,-7.9966528,-34.9325665,0.0,0.4,,5,2,3,3,0
62,12,0,-8.0225459,-34.9133049,,,,7,2,3,3,0
45,6,1,-8.1150928,-34.9455672,,,,4,0,3,3,1
36,1,0,-8.0058555,-34.9081363,0.0,1.7,,7,2,3,3,0
86,1,0,-8.0334164,-34.9567911,,,,0,1,0,1,0
13,9,0,-8.0587145,-34.88277572805038,,,,7,1,0,0,0
55,6,1,-8.1381785,-34.9321689,0.4,6.4,,4,2,3,3,1
45,14,0,-8.115368,-34.9465219,,,,4,2,3,3,0
6,6,1,-8.0153614,-34.9089503,0.9,10.3,,0,2,3,3,1
69,9,0,-8.0915325,-34.8893628,,,,1,1,0,1,0
13,9,0,-8.0625636,-34.8896523,0.0,0.0,10.0,7,1,0,0,0
13,9,0,-8.0609296,-34.8834479,0.0,-1.0,,7,1,0,0,0
55,9,0,-8.1394854,-34.9348766,0.8,39.0,38.0,4,2,3,3,1
28,9,0,-8.0544105,-34.9516183,0.0,8.0,15.0,0,1,2,0,0
31,6,1,-8.0853677,-34.9690388,0.0,80.2,59.0,6,2,3,3,1
86,9,0,-8.0364243,-34.9538666,0.0,2.0,12.0,0,1,0,0,0
67,6,1,-7.9884804,-34.9235187,0.0,2.0,40.0,5,1,3,3,1
69,9,0,-8.0873522,-34.8895646,0.0,5.0,8.0,1,1,0,1,0
36,1,0,-7.9944096,-34.9139667,0.0,6.0,38.0,5,2,3,3,0
35,1,0,-8.0156148,-34.9564053,0.0,16.1,17.0,0,2,3,1,0
49,9,0,-8.0719921,-34.8973585,0.0,0.0,5.0,7,1,0,1,0
36,1,0,-8.0044956,-34.9066946,0.0,5.0,35.0,7,0,3,3,0
78,9,0,-8.0769279,-34.8973969,0.4,3.0,7.0,7,1,0,0,0
64,6,1,-8.004216,-34.9280182,0.2,7.9,63.0,5,0,3,3,1
1,2,0,-8.0753605,-34.9124093,3.2,11.0,7.0,7,1,0,0,0
45,9,0,-8.1332235,-34.9545428,0.0,6.0,30.0,0,1,3,3,1
55,6,1,-8.1364519,-34.935118,0.0,5.0,51.0,4,2,3,3,1
64,9,0,-7.9999177,-34.9269306,0.0,123.0,66.0,5,2,3,3,1
41,12,0,-8.0145277,-34.8923561,0.0,0.0,62.0,7,2,3,3,0
52,9,0,-8.0450333,-34.9352855,,,11.0,7,1,0,0,0
84,1,0,-8.0670533,-34.9331392,1.2,8.0,9.0,2,1,0,0,0
55,1,0,-8.1312646,-34.9374056,0.0,0.6,34.0,4,2,3,3,0
36,1,0,-8.0026589,-34.9068032,4.0,21.0,52.0,5,2,3,3,0
11,1,0,-8.0070244,-34.8883412,0.0,1.0,12.0,5,1,3,3,0
10,9,0,-8.0899634,-34.9386282,0.0,0.0,11.0,7,1,2,0,0
52,1,0,-8.0396685,-34.9363397,0.3,40.2,11.0,7,1,0,0,0
32,2,0,-8.0534381,-34.9265692,0.0,8.0,11.0,7,1,0,0,0
36,2,0,-7.9974518,-34.9108119,11.8,146.0,55.0,5,2,3,3,0
45,6,1,-8.1223727,-34.9529347,2.2,15.7,69.0,4,0,3,3,1
87,1,0,-8.0130472,-34.9164677,0.6,21.1,53.0,0,1,3,3,0
36,9,0,-7.99967695,-34.91380530905113,1.2,12.0,69.0,5,2,3,3,1
64,6,1,-7.9995351,-34.9354245,1.1,16.1,86.0,5,2,3,3,1
36,1,0,-8.0037213,-34.9143027,0.4,8.0,58.0,5,2,3,3,0
26,9,0,-8.0364243,-34.9538666,,,12.0,0,1,0,0,0
54,9,0,-8.0891412,-34.922065,0.0,0.0,5.0,7,1,0,1,0
52,9,0,-8.0398236,-34.9373458,0.1,2.0,11.0,7,1,0,0,0
52,9,0,-8.0305296,-34.9301599,3.1,26.1,8.0,0,1,0,1,0
36,6,1,-7.9989231,-34.9152415,0.0,14.0,42.0,5,2,3,3,1
43,1,0,-7.9402002,-34.9171069,0.0,1.5,66.0,5,2,3,3,0
32,9,0,-8.0543293,-34.9185149,0.0,1.0,10.0,0,1,0,0,0
36,9,0,-7.9972647,-34.9200114,2.4,24.0,71.0,5,2,3,3,0
64,6,1,-8.0029829,-34.9299386,0.0,10.0,63.0,5,2,3,3,1
24,9,0,-8.0259871,-34.9059096,0.0,6.7,9.0,7,1,0,0,0
64,9,0,-7.9979218,-34.9290837,0.0,0.0,32.0,5,2,3,3,1
67,6,1,-7.9770036,-34.9161145,0.2,4.5,67.0,5,1,3,3,1
14,9,0,-8.0215066,-34.9016494,2.4,4.0,12.0,7,1,0,0,1
45,1,0,-8.124875,-34.947898,1.2,16.1,77.0,4,2,3,3,0
45,6,1,-8.1234566,-34.952937,1.4,66.0,66.0,4,2,3,3,1
16,9,0,-8.0827799,-34.8789567,0.0,4.0,7.0,2,1,0,0,0
56,0,0,-8.0072114,-34.9070741,6.4,-1.0,15.0,7,1,0,1,0
58,9,0,-8.055485,-34.9109928,0.0,0.0,9.0,7,1,0,0,0
51,16,0,-8.1057319,-34.9269774,8.8,101.0,7.0,2,1,2,0,0
45,12,0,-8.1358593,-34.950997,0.0,14.0,20.0,4,2,3,3,0
45,9,0,-8.1231052,-34.9442884,0.0,0.0,40.0,4,1,3,3,0
49,9,0,-8.0706081,-34.8994408,0.0,13.0,4.0,7,1,0,1,0
35,6,1,-8.0110993,-34.9585766,2.6,68.0,18.0,0,2,3,3,1
86,1,0,-8.0242197,-34.9633992,0.0,0.0,32.0,4,2,3,3,0
36,12,0,-7.9974518,-34.9108119,0.2,48.0,55.0,5,2,3,3,0
26,2,0,-8.0303613,-34.949151,0.0,1.0,15.0,0,1,0,1,0
64,6,1,-7.9992462,-34.9329646,0.0,66.0,43.0,5,1,3,3,1
53,9,0,-8.0662752,-34.9362607,3.4,16.0,8.0,2,1,0,0,0
45,1,0,-8.1146075,-34.9519166,0.0,1.0,70.0,4,1,3,3,0
67,6,1,-7.9866233,-34.9287523,,,47.0,5,2,3,3,1
45,12,0,-8.1247555,-34.9453841,0.0,3.6,40.0,4,1,3,3,0
45,6,1,-8.1215632,-34.9397226,,,76.0,4,0,3,3,1
64,9,0,-8.0021763,-34.9332298,0.0,1.0,52.0,5,2,3,3,1
64,12,0,-8.0030575,-34.9308371,11.8,146.0,63.0,5,2,3,3,0
42,9,0,-8.0460637,-34.8985402,0.1,2.9,17.0,1,1,0,0,0
84,1,0,-8.0618637,-34.9360457,,,10.0,2,1,0,0,0
45,9,0,-8.1323859,-34.9484299,,,17.0,4,1,3,1,1
82,9,0,-8.0471129,-34.9113706,0.0,4.2,16.0,1,1,2,0,0
57,6,1,-8.0118867,-34.9311631,0.3,3.5,31.0,0,1,3,3,1
74,9,0,-8.0715211,-34.9289338,0.0,146.0,9.0,2,1,0,0,0
45,1,0,-8.113521,-34.9528413,0.0,-1.0,67.0,6,1,3,3,0
12,9,0,-8.1334182,-34.9053938,,,8.0,2,1,0,0,0
45,6,1,-8.1226054,-34.9401598,0.9,20.9,76.0,4,2,3,3,1
36,6,1,-7.988553550000001,-34.92232574738948,0.5,20.7,30.0,5,1,3,3,1
55,9,0,-8.1312646,-34.9374056,,,34.0,4,2,3,3,1
45,11,0,-8.1243552,-34.9550156,0.0,0.7,57.0,4,2,3,3,0
4,6,1,-8.0172505,-34.9121609,0.0,48.0,26.0,0,2,3,3,1
45,9,0,-8.107540199999999,-34.949931520289695,0.0,0.0,35.0,6,2,3,3,1
45,6,1,-8.1267092,-34.9467201,0.0,3.0,47.0,4,1,3,3,1
45,12,0,-8.1351269,-34.9557468,,,37.0,0,2,3,3,0
87,12,0,-8.011774,-34.919054,,,40.0,0,2,3,3,0
24,12,0,-8.0259871,-34.9059096,,,9.0,7,1,0,0,0
45,6,1,-8.1228762,-34.955262,0.1,1.5,80.0,4,2,3,3,1
62,6,1,-8.0203508,-34.9146274,,,54.0,7,2,3,3,1
40,9,0,-8.0814345,-34.9305933,2.4,67.0,11.0,2,1,0,0,0
57,1,0,-8.0167725,-34.92925013244986,0.0,8.0,12.0,0,1,0,1,0
45,1,0,-8.1288765,-34.9512669,0.0,2.0,38.0,4,2,3,3,0
45,6,1,-8.1223727,-34.9529347,15.2,153.0,69.0,4,0,3,3,1
45,9,0,-8.1230938,-34.9586862,0.0,-1.0,22.0,0,1,3,3,1
32,9,0,-8.0511193,-34.928542,,,10.0,7,1,0,0,0
36,9,0,-7.9974518,-34.9108119,,,55.0,5,2,3,3,0
4,6,1,-8.0129991,-34.9127978,,,55.0,0,2,3,3,1
29,10,0,-8.0663506,-34.8895049,0.0,2.4,10.0,1,1,0,0,0
22,9,0,-8.0167401,-34.8803904,0.0,0.6,8.0,5,1,0,1,0
87,12,0,-8.011774,-34.919054,0.0,10.0,40.0,0,2,3,3,0
4,12,0,-8.0162492,-34.9154212,0.0,7.0,51.0,0,2,3,3,0
45,2,0,-8.1185022,-34.9471825,1.2,8.0,80.0,4,1,3,3,0
45,1,0,-8.116954549999999,-34.95209736849097,0.2,7.2,69.0,4,2,3,3,0
64,6,1,-8.004216,-34.9280182,1.4,-1.0,63.0,5,0,3,3,1
55,9,0,-8.0078701,-34.9014093,,,28.0,7,1,3,3,0
52,12,0,-8.0398236,-34.9373458,,,11.0,7,1,0,0,0
36,9,0,-7.9974518,-34.9108119,,,55.0,5,2,3,3,0
45,9,0,-8.1191561,-34.9512059,0.0,1.0,38.0,4,1,3,3,1
55,1,0,-8.1312646,-34.9374056,0.6,24.0,34.0,4,2,3,3,0
67,6,1,-7.9780743,-34.9176287,,,34.0,5,2,3,3,1
64,2,0,-8.0011878,-34.9356901,0.0,0.3,82.0,5,2,3,3,0
62,9,0,-8.0174597,-34.9159188,0.2,2.0,39.0,7,2,3,3,0
64,1,0,-7.9999177,-34.9269306,,,66.0,5,2,3,3,0
57,6,1,-8.0094146,-34.9303986,0.7,21.1,43.0,0,2,3,3,1
76,9,0,-8.05379935,-34.87825028156438,0.0,61.0,10.0,7,1,0,0,0
55,6,1,-8.1371227,-34.9408076,2.8,47.8,41.0,4,3,3,4,1
43,6,1,-7.9643913,-34.9243226,2.3,10.0,81.0,5,1,3,3,1
