solicitacao_bairro,processo_ocorrencia,confirmado,latitude,longitude,rain_hour,rain_day,altitude,ground_type,danger_level,flooding_risk,ground_amplitude,filtered_ocorrencia
4,6,1,-8.0149843,-34.9125177,0.2,3.0,36.0,0,2,3,3,1
67,1,0,-7.9850539,-34.9301988,0.0,5.0,61.0,5,2,3,3,0
87,6,1,-8.0123133,-34.917952,0.0,0.1,65.0,0,2,3,3,1
64,9,0,-7.9992462,-34.9329646,0.1,2.3,43.0,5,1,3,3,1
36,1,0,-8.000364,-34.9178915,0.0,-1.0,32.0,5,2,3,3,0
50,2,0,-8.1188465,-34.9099201,0.0,0.0,6.0,2,1,0,1,0
45,1,0,-8.1251927,-34.9529787,0.0,8.0,77.0,4,2,3,3,0
2,11,0,-8.015805,-34.8992407,0.0,0.0,36.0,0,2,3,3,0
5,9,0,-8.0204051,-34.9091998,0.0,0.0,16.0,7,2,3,3,1
45,9,0,-8.1223956,-34.950304,0.0,0.0,33.0,4,2,3,1,0
36,6,1,-7.9985791,-34.9163868,0.0,8.0,42.0,5,2,3,3,1
84,9,0,-8.0618637,-34.9360457,0.0,0.0,10.0,2,1,0,0,0
12,9,0,-8.1104241,-34.8928974,0.0,0.0,9.0,2,1,0,0,0
36,6,1,-8.0017505,-34.9030723,0.2,8.9,25.0,5,2,3,3,1
36,6,1,-7.99967695,-34.91380530905113,0.0,6.0,69.0,5,2,3,3,1
74,9,0,-8.0737322,-34.9313307,0.2,10.0,9.0,2,1,0,0,0
5,6,1,-8.0212968,-34.9081116,3.0,153.0,44.0,7,2,3,3,1
85,0,0,-8.081921,-34.968953,6.2,66.0,23.0,6,1,3,2,0
85,12,0,-8.0847777,-34.9676996,0.0,0.0,35.0,6,2,3,3,0
2,9,0,-8.0180294,-34.8943993,3.4,23.0,17.0,7,1,3,3,0
56,12,0,-8.0081291,-34.9081953,0.0,0.0,15.0,7,1,3,1,0
82,9,0,-8.0460641,-34.9184271,0.0,1.0,11.0,0,1,0,1,0
15,9,0,-8.0659688,-34.9215871,1.6,21.0,12.0,2,1,0,0,0
67,6,1,-7.98823,-34.9274983,0.0,16.0,46.0,5,2,3,3,1
2,6,1,-8.0146456,-34.8963198,2.2,66.0,20.0,7,2,3,3,1
36,12,0,-7.9925397,-34.9150081,0.0,-1.0,46.0,5,2,3,3,0
57,1,0,-8.0118867,-34.9311631,0.0,4.0,31.0,0,1,3,3,0
23,1,0,-8.0280964,-34.8818655,0.0,29.0,7.0,5,1,0,0,0
24,9,0,-8.0262931,-34.9192844,0.0,6.0,30.0,0,1,3,3,0
17,1,0,-8.0142691,-34.9241833,0.8,21.0,72.0,0,2,3,3,0
36,9,0,-7.9989231,-34.9152415,0.0,11.0,42.0,5,2,3,3,1
55,9,0,-8.1344545,-34.944505,0.0,4.0,65.0,4,1,3,3,0
64,6,1,-8.0013722,-34.9289837,6.2,84.0,68.0,5,1,3,3,1
67,1,0,-8.1114828,-34.9615055,1.2,46.0,64.0,6,3,3,4,0
1,9,0,-8.0754961,-34.9061443,4.0,14.0,4.0,7,1,0,0,0
45,0,0,-8.1277055,-34.9598144,3.2,65.0,21.0,0,1,3,3,0
71,9,0,-8.0598858,-34.9139126,0.0,0.0,5.0,7,1,0,0,0
4,9,0,-8.0129991,-34.9127978,0.0,0.0,55.0,0,2,3,3,1
14,9,0,-8.0215066,-34.9016494,0.0,3.0,12.0,7,1,0,0,0
64,6,1,-8.0029557,-34.923156,1.0,63.0,36.0,5,0,3,3,1
87,6,1,-8.0129896,-34.9220945,3.2,7.0,55.0,0,2,3,3,1
45,6,1,-8.1259915,-34.9471215,5.0,47.8,47.0,4,2,3,3,1
35,9,0,-8.0110993,-34.9585766,1.5,21.1,18.0,0,2,3,3,0
45,1,0,-8.116954549999999,-34.95209736849097,0.0,46.0,69.0,4,2,3,3,0
12,9,0,-8.1329662,-34.9079636,0.0,0.0,6.0,2,1,0,0,0
64,6,1,-8.0105613,-34.9268269,0.0,5.0,74.0,0,2,3,3,1
64,9,0,-7.9979218,-34.9290837,0.4,9.7,32.0,5,2,3,3,1
14,12,0,-8.0187546,-34.904423,6.6,146.0,26.0,7,2,3,3,0
43,6,1,-7.9966349,-34.9344876,0.0,31.0,66.0,5,2,3,3,1
34,1,0,-8.0610916,-34.8983942,1.6,11.0,8.0,7,1,0,0,0
56,6,1,-8.0090621,-34.9046508,1.4,20.7,28.0,7,2,3,3,1
35,9,0,-8.0187511,-34.9609242,0.0,0.0,6.0,0,1,0,1,1
17,9,0,-7.9904374,-34.9316794,0.0,9.0,54.0,5,2,3,3,0
36,9,0,-8.0032697,-34.9131627,0.0,0.0,58.0,5,2,3,3,1
59,9,0,-8.0248393,-34.9012135,0.0,4.0,11.0,7,1,0,0,0
30,9,0,-8.122924,-34.9523096,0.0,1.0,66.0,4,2,3,3,0
36,1,0,-8.0012279,-34.9134597,0.0,0.0,55.0,5,1,3,3,0
87,9,0,-8.0062911,-34.9227154,0.0,24.0,58.0,5,1,3,3,1
55,6,1,-8.1305321,-34.9441159,0.2,49.0,30.0,4,1,3,3,1
12,1,0,-8.1468063,-34.9142592,0.0,0.0,11.0,2,3,3,4,0
43,6,1,-7.9962875,-34.9336803,0.0,0.6,66.0,5,2,3,3,1
36,6,1,-7.9974518,-34.9108119,0.2,46.0,55.0,5,2,3,3,1
64,1,0,-8.0014099,-34.931535,1.8,61.0,50.0,5,1,3,3,0
30,6,1,-8.1143063,-34.961281,1.6,48.0,57.0,6,3,3,4,1
4,6,1,-8.0165088,-34.9101902,0.2,98.0,42.0,0,1,3,3,1
24,9,0,-8.0243186,-34.9241163,0.0,19.0,32.0,0,1,3,3,0
43,6,1,-8.0086272,-34.9361484,0.4,23.0,20.0,0,1,3,3,1
41,9,0,-8.0155629,-34.8880871,0.1,2.6,26.0,7,2,3,3,0
32,9,0,-8.0502886,-34.9234655,5.2,66.0,8.0,7,1,0,0,0
10,12,0,-8.0928762,-34.9423318,0.0,7.0,21.0,7,1,3,2,0
45,6,1,-8.1104724,-34.9468526,0.0,5.0,39.0,4,2,3,3,1
45,6,1,-8.107540199999999,-34.949931520289695,23.8,41.0,35.0,6,2,3,3,1
4,1,0,-8.0104239,-34.9140747,1.8,31.0,68.0,0,2,3,3,0
87,14,0,-8.0158965,-34.920902,0.4,16.0,37.0,0,1,3,3,0
36,2,0,-7.9974518,-34.9108119,0.0,10.0,55.0,5,2,3,3,0
29,9,0,-8.0676156,-34.88852838358956,3.6,12.0,9.0,1,1,0,0,0
81,9,0,-8.092602,-34.9618083,0.8,12.0,15.0,7,1,0,1,0
22,12,0,-8.0125487,-34.8810057,0.0,0.0,11.0,5,1,0,0,0
68,9,0,-8.0209059,-34.8784976,0.0,2.0,5.0,7,1,0,1,0
64,9,0,-8.0138554,-34.9245194,0.0,0.0,72.0,0,0,3,3,1
55,12,0,-8.1372456,-34.9353574,0.4,46.0,51.0,4,0,3,3,0
69,9,0,-8.0879456,-34.8874572,0.6,56.0,7.0,1,1,0,0,0
55,1,0,-8.1394854,-34.9348766,0.0,41.0,38.0,4,2,3,3,0
87,1,0,-8.0053163,-34.9184829,0.8,23.0,41.0,5,2,3,3,0
35,2,0,-8.002673,-34.9567849,0.0,1.2,45.0,0,0,3,3,0
45,12,0,-8.1363383,-34.9537224,,,25.0,0,1,3,3,0
45,12,0,-8.1323859,-34.9484299,3.0,39.0,17.0,4,1,3,1,0
36,11,0,-8.000652850000002,-34.915896439373704,0.0,0.0,36.0,5,2,3,3,0
71,9,0,-8.0569289,-34.9196895,0.2,3.0,10.0,7,1,0,0,0
45,9,0,-8.116954549999999,-34.95209736849097,0.0,0.0,69.0,4,2,3,3,0
51,1,0,-8.1065551,-34.9171619,0.0,3.6,7.0,2,1,2,0,0
10,9,0,-8.107347,-34.9542589,0.0,0.5,69.0,6,2,3,3,0
12,9,0,-8.1273161,-34.9020851,0.0,0.0,11.0,2,1,0,1,0
67,1,0,-7.9857615,-34.9276949,0.0,4.0,47.0,5,2,3,3,0
80,9,0,-8.0324159,-34.9010191,0.0,0.0,12.0,7,1,0,0,0
87,14,0,-8.1111283,-34.9625845,1.2,7.0,86.0,6,3,3,4,0
55,12,0,-8.1402494,-34.9306045,0.0,2.0,21.0,4,1,3,3,0
35,9,0,-8.0193199,-34.9569703,0.0,11.0,20.0,0,1,3,3,0
31,6,1,-8.084683,-34.9683164,0.2,8.0,35.0,6,0,3,3,1
43,6,1,-7.9991196,-34.9379973,0.8,29.0,42.0,5,0,3,3,1
55,9,0,-8.1364519,-34.935118,0.6,9.0,51.0,4,2,3,3,1
51,8,0,-8.1059611,-34.9243761,0.2,2.0,4.0,2,1,2,0,0
36,1,0,-8.0039982,-34.9025626,0.1,0.6,25.0,5,1,2,1,0
67,11,0,-7.9840705,-34.9282904,,,41.0,5,0,3,3,0
45,6,1,-8.1188182,-34.9546602,0.2,9.0,85.0,4,1,3,3,1
12,2,0,-8.1174236,-34.896487,0.4,2.0,12.0,2,1,0,0,0
87,12,0,-8.0098595,-34.9214809,0.0,1.0,59.0,0,1,3,3,0
16,9,0,-8.0870261,-34.8798564,0.0,0.0,8.0,1,1,3,0,0
64,6,1,-7.9997319,-34.9246654,0.0,0.0,28.0,5,2,3,3,1
57,6,1,-8.0126131,-34.9275474,26.0,98.0,18.0,0,2,3,3,1
45,6,1,-8.116954549999999,-34.95209736849097,7.6,146.0,69.0,4,2,3,3,1
69,9,0,-8.0857051,-34.8877494,0.0,0.0,8.0,1,1,0,0,0
64,6,1,-8.0003547,-34.924593,0.0,0.7,32.0,5,2,3,3,1
36,9,0,-8.0039982,-34.9025626,1.0,11.1,25.0,5,1,2,1,1
36,12,0,-8.0044956,-34.9066946,0.0,0.0,35.0,7,0,3,3,0
11,9,0,-8.0070244,-34.8883412,0.0,0.0,12.0,5,1,3,3,1
86,6,1,-8.0343847,-34.9728615,1.7,14.2,57.0,4,1,3,3,1
2,1,0,-8.011797,-34.9013556,0.6,26.0,57.0,7,2,3,3,0
45,1,0,-8.1231298,-34.9413573,1.0,59.0,70.0,4,1,3,3,0
36,6,1,-8.005554,-34.9084166,0.0,18.0,43.0,7,2,3,3,1
32,9,0,-8.0470663,-34.934784,0.0,1.0,11.0,7,1,0,0,0
39,9,0,-8.0442612,-34.8931946,0.0,0.0,11.0,7,1,0,0,0
87,6,1,-8.0093876,-34.9226357,0.4,8.0,59.0,0,2,3,3,1
61,9,0,-8.0251715,-34.9275539,0.0,2.7,29.0,0,1,3,3,0
87,9,0,-8.0062911,-34.9227154,10.8,61.0,58.0,5,1,3,3,1
42,1,0,-8.0444625,-34.8987796,0.4,11.0,14.0,1,1,0,0,0
50,9,0,-8.1147024,-34.9086311,0.4,5.1,6.0,2,1,0,1,0
17,6,1,-8.0142691,-34.9241833,0.0,9.0,72.0,0,2,3,3,1
55,12,0,-8.1358544,-34.9418468,0.4,8.2,39.0,4,2,3,3,0
36,6,1,-8.0046357,-34.9055084,2.0,57.0,32.0,7,0,3,3,1
43,9,0,-7.9966528,-34.9325665,0.0,1.0,72.0,5,2,3,3,1
2,6,1,-8.0131764,-34.9011715,0.0,4.5,30.0,0,1,3,3,1
57,6,1,-8.0099903,-34.9278894,0.0,1.0,54.0,0,1,3,3,1
36,12,0,-8.0017983,-34.9106871,0.0,1.0,37.0,5,2,3,3,0
64,6,1,-8.0014099,-34.931535,4.4,39.0,50.0,5,1,3,3,1
4,2,0,-8.0074082,-34.9122948,0.3,40.2,22.0,7,1,3,1,0
81,9,0,-8.0869251,-34.9551063,0.2,2.0,26.0,6,1,3,2,0
64,0,0,-8.0103057,-34.9257316,0.0,3.0,53.0,0,0,3,3,0
36,1,0,-8.0021789,-34.9071888,0.2,6.0,52.0,5,2,3,3,0
4,11,0,-8.0074082,-34.9122948,0.0,0.0,22.0,7,1,3,1,0
69,1,0,-8.0908115,-34.8853771,0.0,4.0,8.0,3,1,0,0,0
81,6,1,-8.0892332,-34.9619079,2.8,80.2,16.0,7,1,0,1,1
87,12,0,-8.011774,-34.919054,0.2,0.7,40.0,0,2,3,3,0
4,12,0,-8.0149843,-34.9125177,0.0,4.0,36.0,0,2,3,3,0
57,1,0,-8.0167725,-34.92925013244986,0.0,6.0,12.0,0,1,0,1,0
64,6,1,-8.0000794,-34.9334878,0.1,4.1,71.0,5,2,3,3,1
14,6,1,-8.0215066,-34.9016494,,,12.0,7,1,0,0,1
36,1,0,-8.000652850000002,-34.915896439373704,0.0,0.0,36.0,5,2,3,3,0
2,12,0,-8.015094,-34.8973192,0.0,4.0,20.0,7,1,3,3,0
3,8,0,-8.0238862,-34.9263815,0.0,2.0,26.0,0,1,3,3,0
45,1,0,-8.1169383,-34.951456,0.7,20.7,51.0,4,2,3,3,0
55,1,0,-8.1312646,-34.9374056,7.0,48.0,34.0,4,2,3,3,0
42,9,0,-8.0451664,-34.9007686,0.0,2.0,20.0,1,1,0,0,0
31,2,0,-8.0917399,-34.9657259,0.0,40.2,53.0,7,3,3,4,0
43,6,1,-8.0086272,-34.9361484,0.0,10.0,20.0,0,1,3,3,1
55,6,1,-8.1312646,-34.9374056,0.0,0.0,34.0,4,2,3,3,1
46,9,0,-8.1087557,-34.9416089,0.0,2.0,18.0,4,1,1,0,0
24,12,0,-8.0246343,-34.917753,0.0,2.0,15.0,0,1,3,3,0
3,6,1,-8.0225212,-34.9281015,0.1,16.1,27.0,0,1,3,3,1
64,9,0,-7.9997265,-34.9260333,1.8,61.0,66.0,5,2,3,3,0
36,1,0,-7.9958977,-34.9205643,0.0,26.0,71.0,5,2,3,3,0
52,9,0,-8.0404634,-34.9416432,0.0,1.0,13.0,0,1,0,0,0
64,6,1,-8.0060344,-34.9249889,0.0,61.0,32.0,5,2,3,3,1
61,9,0,-8.0263217,-34.9287912,0.1,1.1,29.0,0,1,3,3,0
35,1,0,-8.0126963,-34.9523302,0.0,0.0,24.0,0,1,3,3,0
31,6,1,-8.0926511,-34.9645834,,,20.0,7,1,0,3,1
56,6,1,-8.0091191,-34.9010211,4.0,31.0,48.0,7,2,3,3,1
64,6,1,-7.9966528,-34.9325665,1.0,11.1,72.0,5,2,3,3,1
56,6,1,-8.0067213,-34.9001406,0.0,0.0,28.0,7,2,3,3,1
86,12,0,-8.0344144,-34.9551758,0.0,0.9,14.0,0,1,0,0,0
36,1,0,-7.9989231,-34.9152415,0.0,3.0,42.0,5,2,3,3,0
32,9,0,-8.0518174,-34.9243522,0.2,17.0,8.0,7,1,0,0,0
53,12,0,-8.0769135,-34.9452205,0.8,9.0,10.0,2,1,2,0,0
64,1,0,-7.9966528,-34.9325665,0.0,-1.0,72.0,5,2,3,3,0
64,6,1,-8.0026696,-34.9295613,0.0,15.0,63.0,5,1,3,3,1
86,6,1,-8.02377775,-34.96467022239024,0.0,29.0,52.0,4,2,3,3,1
45,12,0,-8.1243552,-34.9550156,0.2,23.0,57.0,4,2,3,3,0
24,9,0,-8.0258519,-34.9239273,0.0,0.0,38.0,1,1,3,3,0
81,6,1,-8.0869251,-34.9551063,0.0,31.0,26.0,6,1,3,2,1
2,6,1,-8.0174944,-34.9011371,0.2,18.0,29.0,0,2,3,3,1
64,9,0,-7.999990950000001,-34.922825234477614,0.4,3.0,23.0,5,1,3,3,0
32,9,0,-8.0538247,-34.9246248,0.2,0.0,10.0,7,1,0,0,0
86,9,0,-8.0368519,-34.9525362,0.0,1.0,12.0,0,1,0,0,0
57,6,1,-8.0057876,-34.9324787,1.1,11.1,50.0,5,2,3,3,1
64,6,1,-8.0000794,-34.9334878,0.0,16.0,71.0,5,2,3,3,1
64,12,0,-8.0152443,-34.9265166,0.2,6.0,34.0,0,1,3,3,0
32,9,0,-8.0514558,-34.9311199,0.0,2.0,12.0,7,1,0,0,0
69,1,0,-8.0909081,-34.8925818,0.0,7.0,4.0,2,1,0,1,0
8,9,0,-8.0941474,-34.9284115,0.0,0.0,13.0,2,1,2,0,0
46,9,0,-8.1135261,-34.9390072,0.5,6.2,14.0,4,1,2,0,0
4,1,0,-8.0074082,-34.9122948,0.0,39.0,22.0,7,1,3,1,0
36,2,0,-7.9989151,-34.9139459,1.6,11.0,69.0,5,2,3,3,0
67,6,1,-7.9866233,-34.9287523,0.0,-1.0,47.0,5,2,3,3,1
43,6,1,-7.998352,-34.9362525,0.0,146.0,86.0,5,1,3,3,1
42,9,0,-8.0479679,-34.8975724,0.2,4.5,15.0,7,1,0,0,0
16,1,0,-8.0827799,-34.8789567,0.0,0.0,7.0,2,1,0,0,0
8,9,0,-8.0975702,-34.932676,3.4,66.0,12.0,2,1,2,0,0
8,12,0,-8.0964424,-34.9376374,0.0,1.0,18.0,2,1,2,0,0
8,9,0,-8.094501,-34.9331401,0.0,0.0,15.0,2,1,2,0,0
2,9,0,-8.0140494,-34.8995774,0.0,15.0,39.0,0,2,3,3,0
35,1,0,-8.0141058,-34.9600504,0.0,21.1,18.0,0,2,3,3,0
87,9,0,-8.0164331,-34.9191602,0.0,35.0,23.0,0,2,3,3,0
35,12,0,-8.0191441,-34.9602372,0.0,29.0,7.0,0,1,0,1,0
59,6,1,-8.0224011,-34.9027665,0.0,11.0,11.0,7,1,3,0,1
36,9,0,-7.9944096,-34.9139667,0.0,31.0,38.0,5,2,3,3,0
64,6,1,-7.999990950000001,-34.922825234477614,1.8,20.7,23.0,5,1,3,3,1
36,12,0,-8.0039982,-34.9025626,0.5,2.7,25.0,5,1,2,1,0
64,6,1,-7.9999177,-34.9269306,5.0,68.0,66.0,5,2,3,3,1
55,12,0,-8.1303175,-34.9417121,0.2,16.0,40.0,4,2,3,3,0
55,6,1,-8.1278578,-34.9400194,0.4,14.0,60.0,4,2,3,3,1
4,6,1,-8.016403,-34.9137546,7.2,133.0,36.0,0,1,3,3,1
64,12,0,-8.0020315,-34.9272079,1.3,20.7,68.0,5,2,3,3,0
64,6,1,-7.9999177,-34.9269306,4.8,56.0,66.0,5,2,3,3,1
27,6,1,-8.0025633,-34.9375152,8.6,98.0,46.0,5,2,3,3,1
64,1,0,-8.0101515,-34.9240808,0.0,39.0,66.0,0,2,3,3,0
43,10,0,-7.9917115,-34.9347808,0.0,0.0,39.0,5,2,3,3,0
47,2,0,-8.0659207,-34.8966716,,,5.0,7,1,0,1,0
31,6,1,-8.087285,-34.967967,0.0,19.0,51.0,6,2,3,3,1
36,9,0,-7.988553550000001,-34.92232574738948,0.0,-1.0,30.0,5,1,3,3,0
55,9,0,-8.1312646,-34.9374056,2.6,49.0,34.0,4,2,3,3,1
2,9,0,-8.0121353,-34.902964,1.1,16.1,52.0,7,1,3,3,1
64,6,1,-7.9995351,-34.9354245,10.6,92.0,86.0,5,2,3,3,1
59,9,0,-8.0243874,-34.9029783,0.0,0.0,35.0,7,2,3,3,0
36,9,0,-7.99967695,-34.91380530905113,0.1,0.6,69.0,5,2,3,3,1
55,6,1,-8.1348099,-34.9410106,21.6,69.0,65.0,4,1,3,3,1
64,6,1,-7.9999177,-34.9269306,0.8,39.0,66.0,5,2,3,3,1
67,6,1,-7.9891501,-34.927274,2.8,23.0,46.0,5,2,3,3,1
36,1,0,-7.9950047,-34.9151983,0.0,0.0,63.0,5,2,3,3,0
57,9,0,-8.0167725,-34.92925013244986,0.0,3.0,12.0,0,1,0,1,1
69,9,0,-8.0845501,-34.8892383,1.4,25.0,9.0,2,1,0,1,0
86,6,1,-8.0314764,-34.9754249,0.0,59.0,67.0,4,2,3,3,1
54,9,0,-8.0871416,-34.9246104,1.1,11.1,7.0,7,1,0,1,0
16,9,0,-8.0858497,-34.8812753,0.1,3.3,8.0,1,1,0,0,0
18,14,0,-8.0032562,-34.9208341,0.4,5.0,65.0,5,1,3,3,0
36,6,1,-7.9920682,-34.9179686,1.0,11.1,24.0,5,1,3,3,1
56,6,1,-8.0080906,-34.9078692,0.0,26.0,15.0,7,1,3,1,1
32,9,0,-8.0511193,-34.928542,0.0,23.0,10.0,7,1,0,0,0
87,6,1,-8.1111283,-34.9625845,11.6,41.0,86.0,6,3,3,4,1
32,1,0,-8.0514202,-34.9265015,0.0,-1.0,10.0,7,1,0,0,0
4,13,0,-8.0129991,-34.9127978,0.6,15.0,55.0,0,2,3,3,0
65,9,0,-8.0838784,-34.9545316,0.0,0.0,24.0,6,1,3,2,0
56,12,0,-8.0081291,-34.9081953,0.0,1.0,15.0,7,1,3,1,0
36,6,1,-8.0044956,-34.9066946,0.0,20.0,35.0,7,0,3,3,1
67,6,1,-7.9836568,-34.9294082,0.1,1.3,61.0,5,2,3,3,1
45,1,0,-8.1251927,-34.9529787,0.4,1.0,77.0,4,2,3,3,0
62,6,1,-8.0203799,-34.9122501,0.0,0.0,31.0,7,2,3,3,1
55,1,0,-8.1340722,-34.9423642,0.0,0.0,70.0,4,2,3,3,0
17,6,1,-8.0142691,-34.9241833,3.8,98.0,72.0,0,2,3,3,1
67,9,0,-7.9803755,-34.9168082,2.6,44.0,24.0,5,2,3,3,1
32,9,0,-8.0514174,-34.9345221,2.0,3.0,11.0,7,1,0,0,0
10,9,0,-8.0950368,-34.9430486,5.0,68.0,21.0,7,1,3,2,0
36,12,0,-7.9974518,-34.9108119,0.0,0.0,55.0,5,2,3,3,0
84,9,0,-8.0546617,-34.9349907,0.0,0.0,9.0,0,1,0,0,0
2,9,0,-8.0146456,-34.8963198,0.0,0.0,20.0,7,2,3,3,0
45,1,0,-8.1250954,-34.9497276,0.0,19.0,40.0,4,2,2,1,0
13,1,0,-8.04980495,-34.89250276329231,0.0,0.0,12.0,7,1,0,0,0
24,9,0,-8.017866,-34.9274039,0.0,0.0,26.0,0,2,3,3,1
14,12,0,-8.0206721,-34.9050128,0.0,0.0,26.0,7,1,3,3,0
86,1,0,-8.0307221,-34.9785121,0.2,13.0,85.0,6,1,3,3,0
56,12,0,-8.0081291,-34.9081953,0.0,4.1,15.0,7,1,3,1,0
11,1,0,-8.0051861,-34.8949546,0.0,1.0,16.0,5,1,3,3,0
36,9,0,-7.9965093,-34.9208627,0.0,10.0,33.0,5,2,3,3,1
2,6,1,-8.0110743,-34.8963453,4.8,23.0,51.0,7,2,3,3,1
11,12,0,-8.0070244,-34.8883412,0.3,11.5,12.0,5,1,3,3,0
8,9,0,-8.0962193,-34.9393341,0.2,17.0,18.0,2,1,3,2,0
64,6,1,-7.9972381,-34.9303751,2.8,59.0,41.0,5,2,3,3,1
45,6,1,-8.1310372,-34.9480132,0.0,8.0,21.0,4,2,3,3,1
45,6,1,-8.1254651,-34.9565153,1.2,98.0,43.0,4,2,3,3,1
45,6,1,-8.124922,-34.9526141,0.0,1.0,66.0,4,2,3,3,1
67,6,1,-7.9866233,-34.9287523,0.0,31.0,47.0,5,2,3,3,1
45,9,0,-8.1146075,-34.9519166,0.0,23.0,70.0,4,1,3,3,1
51,2,0,-8.1102316,-34.9198993,,,7.0,2,1,2,0,0
59,1,0,-8.0254593,-34.9016913,0.0,1.0,9.0,7,1,0,0,0
64,1,0,-8.0055139,-34.9251502,0.0,1.0,63.0,5,2,3,3,0
36,1,0,-7.9897985,-34.9205758,0.4,0.0,55.0,5,2,3,3,0
81,12,0,-8.0935268,-34.9614827,1.8,2.0,15.0,7,1,0,1,0
64,6,1,-7.9997319,-34.9246654,0.0,-1.0,28.0,5,2,3,3,1
41,9,0,-8.0182693,-34.8888865,1.0,21.0,10.0,7,1,0,0,0
43,9,0,-7.9955574,-34.9545086,0.0,1.0,61.0,5,0,3,3,0
87,6,1,-8.0145407,-34.9206099,0.0,6.0,26.0,0,2,3,3,1
36,9,0,-7.9929321,-34.9156826,0.8,6.0,46.0,5,2,3,3,0
57,6,1,-8.0106549,-34.9350493,0.3,5.1,20.0,0,1,3,3,1
4,6,1,-8.0124225,-34.9074349,,,36.0,0,2,3,3,1
64,6,1,-7.9975923,-34.9307681,0.4,-1.0,41.0,5,2,3,3,1
23,9,0,-8.028053,-34.881602,2.1,20.0,7.0,5,1,0,0,0
64,6,1,-7.9999177,-34.9269306,0.0,1.0,66.0,5,2,3,3,1
43,6,1,-7.9967245,-34.9374488,5.0,31.0,59.0,5,2,3,3,1
45,6,1,-8.1251927,-34.9529787,2.2,84.0,77.0,4,2,3,3,1
36,6,1,-7.9965093,-34.9208627,9.4,84.0,33.0,5,2,3,3,1
28,9,0,-8.0544105,-34.9516183,0.0,33.0,15.0,0,1,2,0,0
81,8,0,-8.0847834,-34.9592437,3.1,21.1,22.0,6,1,0,1,0
62,9,0,-8.0225664,-34.9127101,0.0,2.0,31.0,7,2,3,3,0
56,6,1,-8.0056743,-34.8994827,12.0,133.0,20.0,7,2,3,3,1
14,1,0,-8.0192113,-34.9064291,0.0,44.0,17.0,7,2,3,3,0
45,9,0,-8.1137771,-34.957619,0.0,0.1,74.0,6,2,3,3,1
64,9,0,-8.0069178,-34.9273157,0.4,1.0,47.0,5,1,3,3,1
24,8,0,-8.0221972,-34.9250657,1.4,2.0,23.0,0,2,3,3,0
86,6,1,-8.0388558,-34.9672562,0.3,26.0,18.0,4,2,3,3,1
35,12,0,-8.0166357,-34.9410793,,,21.0,0,2,3,3,0
45,6,1,-8.116954549999999,-34.95209736849097,10.2,146.0,69.0,4,2,3,3,1
45,1,0,-8.116954549999999,-34.95209736849097,0.2,8.1,69.0,4,2,3,3,0
35,1,0,-8.0151403,-34.9573099,2.2,66.0,17.0,0,2,3,1,0
41,9,0,-8.0105477,-34.8890928,0.0,0.0,19.0,5,1,3,3,0
45,12,0,-8.116954549999999,-34.95209736849097,0.0,0.0,69.0,4,2,3,3,0
45,1,0,-8.120896,-34.9506158,0.0,1.0,33.0,4,2,3,3,0
43,6,1,-7.9967245,-34.9374488,1.4,20.7,59.0,5,2,3,3,1
24,12,0,-8.0298516,-34.9108863,0.8,1.0,15.0,7,1,0,0,0
64,6,1,-7.999990950000001,-34.922825234477614,0.6,107.0,23.0,5,1,3,3,1
36,6,1,-8.0037213,-34.9143027,0.0,21.1,58.0,5,2,3,3,1
45,12,0,-8.1168015,-34.9556858,0.0,0.0,83.0,6,1,3,3,0
56,6,1,-7.9990249,-34.9342349,0.0,12.0,53.0,5,1,3,3,1
57,9,0,-8.0057876,-34.9324787,18.2,92.0,50.0,5,2,3,3,0
65,9,0,-8.1111283,-34.9625845,0.0,11.0,86.0,6,3,3,4,0
87,9,0,-8.011774,-34.919054,0.0,0.0,40.0,0,2,3,3,0
86,6,1,-8.0327123,-34.9764484,1.0,4.0,67.0,4,2,3,3,1
45,6,1,-8.1063347,-34.9511723,,,63.0,6,1,3,3,1
64,9,0,-8.0198572,-34.9266431,0.0,0.0,19.0,0,1,3,3,0
4,3,0,-8.0143043,-34.9094211,0.0,11.0,46.0,0,2,3,3,0
35,6,1,-8.0121051,-34.9513909,0.0,5.0,34.0,0,2,3,3,1
13,9,0,-8.0596851,-34.8863469,0.0,0.0,12.0,7,1,0,0,0
45,9,0,-8.1324023,-34.9522312,0.0,0.0,41.0,4,2,3,3,1
67,6,1,-7.9866233,-34.9287523,0.6,80.2,47.0,5,2,3,3,1
36,11,0,-8.000125,-34.9168561,0.0,3.0,32.0,5,1,3,3,0
57,6,1,-8.0126131,-34.9275474,0.0,25.0,18.0,0,2,3,3,1
45,6,1,-8.116954549999999,-34.95209736849097,0.0,-1.0,69.0,4,2,3,3,1
64,12,0,-7.9979218,-34.9290837,0.0,7.0,32.0,5,2,3,3,0
45,12,0,-8.1134027,-34.944315,0.0,4.1,17.0,4,1,2,0,0
64,9,0,-8.0055139,-34.9251502,0.0,1.0,63.0,5,2,3,3,1
46,9,0,-8.114174,-34.9373006,1.1,47.8,8.0,4,1,1,0,0
8,9,0,-8.0941474,-34.9284115,5.8,46.0,13.0,2,1,2,0,0
87,6,1,-8.0123133,-34.917952,21.0,123.0,65.0,0,2,3,3,1
