processo_numero,latitude,longitude,ground_type,ground_amplitude,slope_degree,slope_percentage,danger_level,rain_day,rain_hour,elevation,cluster,PROBABILITY
8042563121,-8.0357517,-34.9749814,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,17.8,0.2,65.0,28,0.8508632866003206
8056835722,-8.1101748,-34.949265,LVd2,20 a 100m,10 a 30º,0 a 60%,Alta,35.6,0.2,50.0,-1,0.0
8039643821,-8.0355326,-34.9756516,PV1,20 a 100m,10 a 30º,0 a 60%,Media,3.6,0.2,79.0,25,1.0
8043445221,-8.0379718,-34.9787578,PV1,20 a 100m,10 a 30º,0 a 60%,Media,19.0,0.5,51.0,-1,0.0
8041491721,-8.0246553,-34.9648486,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,5.0,0.3,52.0,28,1.0
8044416621,-8.0402603,-34.9642488,PV1,20 a 100m,10 a 30º,0 a 60%,Media,2.9,0.0,32.0,-1,0.0
8065284022,-8.0024355,-34.9120273,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,3.0,0.0,37.0,27,1.0
8027537122,-8.0033475,-34.9367777,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,19.1,0.5,57.0,27,1.0
8057063822,-8.1208537,-34.9395867,LVd2,20 a 100m,10 a 30º,0 a 60%,Alta,12.7,0.6,76.0,13,1.0
8043246021,-8.1165973,-34.9453429,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,17.8,0.2,43.0,24,1.0
8070923921,-8.0118157,-34.9149367,A2,20 a 100m,10 a 30º,0 a 60%,Media,7.3,0.4,68.0,39,0.8755546605633846
8043240121,-8.1165973,-34.9453429,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,17.8,0.2,43.0,24,1.0
8056010822,-8.1276423,-34.9346502,LVd2,0 a 20m,0 a 5º,0 a 10%,Media,83.0,1.8,28.0,-1,0.0
8035081521,-8.0379407,-34.9786181,PV1,20 a 100m,10 a 30º,0 a 60%,Media,1.6,0.1,51.0,-1,0.0
8032289421,-7.9907228,-34.9307407,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,7.2,0.1,33.0,27,1.0
8064288122,-8.0014722,-34.9140585,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,0.1,0.0,55.0,27,1.0
8056493922,-8.1075131,-34.9543705,PV1,20 a 100m,10 a 30º,0 a 60%,Media,35.6,0.5,69.0,23,0.7711816233347085
8030581021,-8.0326894,-34.9764401,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,9.2,0.4,67.0,28,1.0
8060238121,-8.0088578,-34.9118241,A2,20 a 100m,10 a 30º,0 a 60%,Media,2.1,0.2,48.0,42,0.9012257359851101
8051361921,-8.0092898,-34.9107081,A2,20 a 100m,10 a 30º,0 a 60%,Media,5.3,0.2,48.0,42,1.0
8050760721,-8.014631099999999,-34.9098983,A2,20 a 100m,10 a 30º,0 a 60%,Media,4.2,0.3,42.0,41,0.6329462677452953
8048863721,-8.0134924,-34.9126903,A2,20 a 100m,10 a 30º,0 a 60%,Media,5.8,0.3,55.0,43,0.6532359561465225
8044120021,-8.0137189,-34.9102875,A2,20 a 100m,10 a 30º,0 a 60%,Media,19.0,0.8,46.0,-1,0.0
8043289021,-8.0087922,-34.9107826,URBANO,20 a 100m,10 a 30º,0 a 60%,Media,17.8,0.1,48.0,26,0.7783811452077928
8042702121,-8.008493,-34.9107965,URBANO,0 a 40m,0 a 5º,0 a 15%,Media,17.8,0.9,48.0,3,0.26142960748875665
8043973921,-8.129374199999999,-34.9397066,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,19.0,2.7,57.0,24,0.38859231042462866
8012845921,-8.036276299999999,-34.9748348,PV1,20 a 100m,10 a 30º,0 a 60%,Media,2.6,0.1,65.0,25,0.9437097002323267
8042498521,-8.008493,-34.9107965,URBANO,0 a 40m,0 a 5º,0 a 15%,Media,17.8,0.2,48.0,3,0.2638845073023489
8063226222,-8.0030985,-34.9134721,LVd4,20 a 100m,10 a 30º,0 a 60%,Alta,14.2,1.1,58.0,8,0.6503456076155828
8056608022,-8.116691399999999,-34.9453728,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,35.6,0.0,58.0,24,0.5644176232078615
8042622821,-8.008493,-34.9107965,URBANO,0 a 40m,0 a 5º,0 a 15%,Media,17.8,1.1,48.0,3,0.2547760862866605
8044474621,-8.0133301,-34.913243,A2,20 a 100m,10 a 30º,0 a 60%,Media,2.9,0.0,55.0,43,0.8943910473514373
8042429321,-8.0133301,-34.913243,A2,20 a 100m,10 a 30º,0 a 60%,Media,17.8,1.9,55.0,-1,0.0
8040727721,-8.008493,-34.9107965,URBANO,0 a 40m,0 a 5º,0 a 15%,Media,2.5,0.1,48.0,3,0.22149975441548284
8040302621,-8.0098732,-34.9114847,A2,20 a 100m,10 a 30º,0 a 60%,Media,1.4,0.1,48.0,42,0.9662187448128498
8056088722,-8.1158562,-34.9516912,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,83.0,0.6,70.0,17,1.0
8071323521,-8.0042176,-34.90731,URBANO,20 a 100m,10 a 30º,0 a 60%,Media,7.3,0.2,35.0,26,1.0
8071100621,-8.009369,-34.9349731,A2,20 a 100m,10 a 30º,0 a 60%,Media,7.3,0.6,37.0,31,1.0
8039243021,-8.012491599999999,-34.9079147,A2,20 a 100m,10 a 30º,0 a 60%,Media,8.8,0.2,36.0,38,0.538867994847211
8043161421,-8.1289205,-34.9458192,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,17.8,0.4,35.0,24,1.0
8032363021,-8.0134924,-34.9126903,A2,20 a 100m,10 a 30º,0 a 60%,Media,7.2,0.1,55.0,43,0.9001865327803816
8055989022,-8.123761199999999,-34.9535707,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,83.0,1.8,66.0,17,1.0
8059727022,-7.995273,-34.924496,LVd4,20 a 100m,10 a 30º,0 a 60%,Alta,2.9,0.3,55.0,8,0.9392482711136368
8056297522,-8.1288616,-34.9505858,LVd2,0 a 40m,0 a 5º,0 a 15%,Media,83.0,0.1,38.0,-1,0.0
8056653821,-8.0034969,-34.9369701,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,1.1,0.3,57.0,27,1.0
8056657321,-8.0061835,-34.9343654,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,1.1,0.3,56.0,27,1.0
8057171522,-8.1199155,-34.9422037,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,12.7,1.1,41.0,24,0.9627935935458001
8070613822,-8.0036202,-34.9117634,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,0.6,0.0,37.0,27,1.0
8056933922,-8.1128983,-34.9491747,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,35.6,0.2,81.0,24,0.40124621643578534
8042416921,-8.0081843,-34.9349365,A2,20 a 100m,10 a 30º,0 a 60%,Media,17.8,1.9,42.0,-1,0.0
8032779121,-8.009369,-34.9349731,A2,20 a 100m,10 a 30º,0 a 60%,Media,9.6,1.9,37.0,-1,0.0
8061027222,-7.9974568,-34.9169104,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,26.5,4.6,50.0,27,0.6155330551842983
8066405522,-8.0014722,-34.9140585,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,21.9,3.4,55.0,27,0.7050798273909762
8032060721,-8.0087922,-34.9107826,URBANO,20 a 100m,10 a 30º,0 a 60%,Media,3.8,0.1,48.0,26,1.0
8066378822,-8.0022387,-34.9089829,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,21.9,3.4,53.0,27,0.6468865625780484
8033750721,-8.0130757,-34.9132892,A2,20 a 100m,10 a 30º,0 a 60%,Media,10.3,0.2,55.0,43,0.6532359561465225
8053557622,-8.1158188,-34.9512918,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,20.2,0.4,70.0,24,1.0
8053637022,-8.117174,-34.9516608,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,20.2,0.7,51.0,24,1.0
8031885221,-8.0136027,-34.915046,A2,20 a 100m,10 a 30º,0 a 60%,Media,3.8,0.1,53.0,43,1.0
8061004222,-8.002718,-34.9063039,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,26.5,4.6,52.0,27,0.5891875500024436
8030655321,-8.0132203,-34.9120985,A2,20 a 100m,10 a 30º,0 a 60%,Media,9.6,0.2,65.0,39,0.9707052278975478
8053654122,-8.1208537,-34.9395867,LVd2,20 a 100m,10 a 30º,0 a 60%,Alta,20.2,0.7,76.0,13,1.0
8018378321,-8.009369,-34.9349731,A2,20 a 100m,10 a 30º,0 a 60%,Media,9.6,0.3,37.0,31,1.0
8062043122,-7.9971881,-34.9193495,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,0.9,0.3,71.0,27,1.0
8058274222,-8.109572,-34.9557401,PV1,20 a 100m,10 a 30º,0 a 60%,Media,19.8,0.6,47.0,23,0.9924057568707036
8067341022,-7.9933618,-34.9208401,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,0.7,0.2,70.0,27,1.0
8069738522,-8.0019826,-34.9060079,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,15.6,0.8,28.0,27,1.0
8053453622,-8.1251111,-34.9398577,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,20.2,0.0,41.0,24,1.0
8054695322,-8.1201017,-34.9410315,LVd2,20 a 100m,10 a 30º,0 a 60%,Alta,4.1,0.0,47.0,11,0.9588862820637167
8046897121,-8.124105799999999,-34.9518782,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,5.7,0.4,32.0,24,1.0
8012342721,-8.0114639,-34.914992,A2,20 a 100m,10 a 30º,0 a 60%,Media,2.6,0.0,68.0,39,1.0
8052994322,-8.015965699999999,-34.88671739999999,URBANO,20 a 100m,10 a 30º,0 a 60%,Media,29.7,0.6,36.0,26,0.5133038776208589
8058584122,-8.0042176,-34.90731,URBANO,20 a 100m,10 a 30º,0 a 60%,Media,19.8,0.9,35.0,26,0.8835173091397369
8054585322,-8.126430299999999,-34.9477667,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,4.1,0.0,47.0,24,1.0
8058406622,-8.0045345,-34.910679,URBANO,20 a 100m,10 a 30º,0 a 60%,Media,19.8,3.1,20.0,-1,0.0
8057363122,-7.9938077,-34.9228428,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,12.7,0.9,48.0,27,1.0
8057220622,-7.9970393,-34.90933020000001,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,12.7,0.6,28.0,27,1.0
8057205722,-8.0006192,-34.9160231,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,12.7,0.6,36.0,27,1.0
8055913422,-8.0027702,-34.9103462,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,83.0,5.2,53.0,19,0.454573900120582
8056118322,-7.994561999999998,-34.9212843,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,83.0,0.4,48.0,18,1.0
8004631122,-8.1229017,-34.9567693,LVd2,20 a 100m,10 a 30º,0 a 60%,Alta,11.0,0.3,34.0,11,0.817737646637721
8056112522,-8.0032497,-34.9150921,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,83.0,0.6,25.0,18,0.5474317339007934
8055891022,-7.9971881,-34.9193495,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,83.0,5.2,71.0,19,0.4715273068793979
8056709122,-8.0027331,-34.9145843,LVd4,20 a 100m,10 a 30º,0 a 60%,Alta,35.6,0.3,25.0,8,0.5228772254796183
8055967722,-8.136528199999999,-34.9535909,A2,20 a 100m,10 a 30º,0 a 60%,Media,83.0,2.8,25.0,-1,0.0
8057056122,-7.999584700000001,-34.912828,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,12.7,0.6,69.0,27,1.0
8056689022,-8.004784899999999,-34.9076213,URBANO,20 a 100m,10 a 30º,0 a 60%,Alta,35.6,0.0,35.0,-1,0.0
8052591622,-7.994913699999999,-34.922179,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,20.2,1.4,48.0,27,1.0
8055824122,-8.1289205,-34.9458192,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,83.0,3.5,35.0,16,0.9734474267074713
8039596021,-8.0117007,-34.8938894,URBANO,20 a 100m,10 a 30º,0 a 60%,Media,3.6,0.1,31.0,26,0.7918172290313227
8053449922,-8.0042176,-34.90731,URBANO,20 a 100m,10 a 30º,0 a 60%,Media,20.2,0.0,35.0,26,1.0
8052539422,-8.0006192,-34.9160231,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,20.2,0.3,36.0,27,1.0
8058266022,-8.0039077,-34.9139225,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,19.8,0.6,58.0,27,1.0
8056453722,-8.1280751,-34.9520099,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,35.6,0.3,38.0,24,0.5199596016155352
8053392722,-7.9897278,-34.9174722,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,20.2,0.0,50.0,27,1.0
8043870521,-8.1105567,-34.9468318,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,19.0,0.4,39.0,24,1.0
8053362022,-7.9960606,-34.920566,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,20.2,0.0,71.0,27,1.0
8053277322,-7.9971881,-34.9193495,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,20.2,0.2,71.0,27,1.0
8053228222,-7.9968153,-34.9191702,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,20.2,0.2,71.0,27,1.0
8053786522,-8.0014722,-34.9140585,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,20.2,0.6,55.0,27,1.0
8053230722,-8.1156206,-34.9576088,PV1,20 a 100m,10 a 30º,0 a 60%,Media,20.2,0.2,47.0,23,1.0
8052965322,-8.0012011,-34.9177988,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,20.2,0.5,32.0,27,1.0
8056447722,-8.1139032,-34.9469161,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,35.6,0.3,52.0,24,0.607817322333399
8055796822,-8.1149529,-34.9466144,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,83.0,7.5,74.0,-1,0.0
8055794522,-7.986768799999999,-34.92102800000001,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,83.0,7.5,45.0,20,1.0
8078160222,-8.129484,-34.95125549999999,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,8.7,0.1,38.0,24,1.0
8071620822,-8.118179999999999,-34.9578681,PV1,20 a 100m,10 a 30º,0 a 60%,Media,14.5,0.1,40.0,23,1.0
8046815521,-8.1279713,-34.9514974,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,5.7,0.2,38.0,24,1.0
8052730622,-7.9925368,-34.9191635,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,20.2,0.5,38.0,27,1.0
8055788522,-8.1260062,-34.9570344,A2,20 a 100m,10 a 30º,0 a 60%,Media,83.0,7.5,43.0,-1,0.0
8056870722,-8.110025799999999,-34.9567032,PV1,20 a 100m,10 a 30º,0 a 60%,Media,35.6,0.0,58.0,23,0.5703083742826283
8053138322,-8.1173964,-34.9492,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,20.2,0.2,50.0,24,1.0
8053134822,-8.1180802,-34.9566808,LVd2,20 a 100m,10 a 30º,0 a 60%,Alta,20.2,0.2,40.0,-1,0.0
8053933822,-7.998232000000001,-34.9215841,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,4.1,0.4,23.0,27,1.0
8057976322,-8.109019800000002,-34.9571321,PV1,20 a 100m,10 a 30º,0 a 60%,Media,12.7,0.0,58.0,23,1.0
8055697022,-7.996577199999999,-34.9206476,LVd4,20 a 100m,10 a 30º,0 a 60%,Alta,83.0,7.9,71.0,-1,0.0
8056403022,-7.9971881,-34.9193495,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,35.6,2.1,71.0,27,0.5222075633918901
8050283222,-7.9996219,-34.9076274,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,0.6,0.1,19.0,27,1.0
8055644322,-7.9949711,-34.9219463,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,83.0,4.8,48.0,19,0.6011945667897065
8055689722,-7.9882803,-34.9194563,LVd4,0 a 40m,0 a 5º,0 a 15%,Media,83.0,7.9,31.0,-1,0.0
8044424722,-8.0014722,-34.9140585,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,7.1,0.0,55.0,27,1.0
8053066222,-8.1268148,-34.955046,LVd2,20 a 100m,10 a 30º,0 a 60%,Alta,20.2,1.5,32.0,-1,0.0
8058014022,-7.9994891,-34.9197234,LVd4,20 a 100m,10 a 30º,0 a 60%,Alta,12.7,0.0,43.0,8,1.0
8055589222,-7.998658799999999,-34.9214912,LVd4,0 a 40m,0 a 5º,0 a 15%,Media,83.0,8.3,23.0,-1,0.0
8057867022,-7.999795499999999,-34.9078732,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,12.7,0.1,19.0,27,1.0
8058808722,-7.9861662,-34.9218932,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,19.8,1.5,45.0,27,1.0
8057724422,-7.9971881,-34.9193495,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,12.7,0.1,71.0,27,1.0
8057564722,-8.0050732,-34.9071505,URBANO,20 a 100m,10 a 30º,0 a 60%,Media,12.7,1.0,35.0,26,0.8237687606617784
8080798022,-8.1192776,-34.9500113,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,3.3,0.2,38.0,24,1.0
8065627621,-8.1156881,-34.9576352,PV1,20 a 100m,10 a 30º,0 a 60%,Media,2.9,0.1,47.0,23,1.0
8043779821,-8.1244201,-34.9566558,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,19.0,1.7,65.0,24,0.5137643392663984
8052238422,-8.017519,-34.9008902,A2,20 a 100m,10 a 30º,0 a 60%,Media,27.7,1.8,29.0,-1,0.0
8079913422,-8.1225323,-34.9567454,LVd2,20 a 100m,10 a 30º,0 a 60%,Alta,1.4,0.0,34.0,11,0.817737646637721
8055959422,-8.1206648,-34.9406886,LVd2,20 a 100m,10 a 30º,0 a 60%,Alta,83.0,2.8,47.0,-1,0.0
8043045421,-8.1097307,-34.9589514,PV1,20 a 100m,10 a 30º,0 a 60%,Alta,17.8,0.6,65.0,9,1.0
8042945121,-8.109764,-34.9599955,PV1,20 a 100m,10 a 30º,0 a 60%,Alta,17.8,0.2,65.0,9,1.0
8052601122,-8.1189904,-34.9499022,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,20.2,2.3,74.0,24,0.44073794246910913
8052774322,-8.1208537,-34.9395867,LVd2,20 a 100m,10 a 30º,0 a 60%,Alta,20.2,0.5,76.0,13,1.0
8043598321,-8.113864,-34.9575222,PV1,20 a 100m,10 a 30º,0 a 60%,Media,19.0,0.5,74.0,23,0.7927511814831141
8003832322,-8.1149907,-34.9564438,PV1,20 a 100m,10 a 30º,0 a 60%,Media,6.0,0.1,47.0,23,1.0
8040201322,-8.0025129,-34.9046243,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,13.0,0.6,60.0,27,1.0
8052884322,-8.1229396,-34.9559564,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,20.2,0.4,57.0,24,0.8339596198680116
8035708622,-7.997763,-34.9214754,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,2.5,0.1,33.0,27,1.0
8042841121,-8.1169822,-34.9514882,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,17.8,1.1,51.0,24,1.0
8044717621,-8.1189904,-34.9499022,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,0.9,0.0,74.0,24,1.0
8046417021,-8.126235,-34.9513016,LVd2,0 a 40m,0 a 5º,0 a 15%,Media,5.0,0.2,28.0,2,1.0
8042800321,-8.1153922,-34.9593276,PV1,20 a 100m,10 a 30º,0 a 60%,Media,17.8,0.9,35.0,23,1.0
8042771321,-8.1071194,-34.9542361,PV1,20 a 100m,10 a 30º,0 a 60%,Media,17.8,0.9,69.0,23,0.843496565594393
8044712421,-8.1279713,-34.9514974,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,0.9,0.0,38.0,24,1.0
8042648522,-7.9925368,-34.9191635,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,5.4,0.8,38.0,27,1.0
8042748121,-8.117663700000001,-34.9479682,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,17.8,0.9,50.0,24,1.0
8039209422,-8.0039224,-34.9055663,URBANO,20 a 100m,10 a 30º,0 a 60%,Media,5.2,0.1,60.0,26,1.0
8023043621,-8.1237876,-34.9580072,A2,20 a 100m,10 a 30º,0 a 60%,Alta,2.1,0.0,65.0,-1,0.0
8051744322,-8.126430299999999,-34.9477667,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,17.1,0.5,47.0,24,1.0
8044286521,-8.1310572,-34.9406263,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,19.0,0.1,57.0,24,0.9038683258664344
8043657021,-8.1205232,-34.9578899,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,19.0,0.5,81.0,24,0.6894610278423461
8042653021,-8.1274231,-34.9550512,LVd2,20 a 100m,10 a 30º,0 a 60%,Alta,17.8,1.1,25.0,-1,0.0
8043857921,-8.0194119,-34.8999562,URBANO,20 a 100m,10 a 30º,0 a 60%,Media,19.0,0.4,32.0,26,1.0
8078042022,-7.9957179,-34.9546986,LVd4,20 a 100m,10 a 30º,0 a 60%,Alta,8.0,0.5,61.0,7,0.7898832288501355
8043439221,-8.0155231,-34.9044184,A2,20 a 100m,10 a 30º,0 a 60%,Media,19.0,0.5,34.0,37,1.0
8040350021,-8.0155231,-34.9044184,A2,20 a 100m,10 a 30º,0 a 60%,Media,1.4,0.1,34.0,38,1.0
8039471221,-8.0150236,-34.9047951,A2,20 a 100m,10 a 30º,0 a 60%,Media,8.8,0.1,34.0,38,0.5744785956417693
8029469322,-7.9933618,-34.9208401,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,6.8,1.4,70.0,27,1.0
8029026422,-7.9913474,-34.9151053,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,12.4,0.3,17.0,27,1.0
8029377122,-8.0039222,-34.9049488,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,6.8,0.6,60.0,27,1.0
8042659921,-8.1220897,-34.9574882,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,17.8,1.1,34.0,24,0.7889768211875926
8027395222,-7.9980559,-34.9215447,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,20.8,0.1,23.0,27,1.0
8032471721,-8.0184647,-34.9066676,URBANO,20 a 100m,10 a 30º,0 a 60%,Media,7.2,0.2,32.0,26,1.0
8081850622,-8.115902199999999,-34.958005,PV1,20 a 100m,10 a 30º,0 a 60%,Media,5.3,0.2,47.0,23,1.0
8043615521,-8.1286091,-34.9506556,LVd2,0 a 40m,0 a 5º,0 a 15%,Media,19.0,0.5,38.0,2,1.0
8027134621,-8.137001699999999,-34.9505058,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,4.4,0.2,20.0,24,0.7331931581408816
8052772022,-8.0209914,-34.9152653,URBANO,20 a 100m,10 a 30º,0 a 60%,Media,20.2,0.5,16.0,26,0.5574938785153571
8027927422,-8.000404099999999,-34.9054522,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,19.1,0.2,28.0,27,1.0
8015317321,-8.0176309,-34.9014626,A2,20 a 100m,10 a 30º,0 a 60%,Media,0.3,0.0,29.0,38,0.5232639553493488
8029464122,-8.0002579,-34.9161667,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,6.8,0.1,36.0,27,1.0
8043606621,-8.0110248,-34.9524274,A2,20 a 100m,10 a 30º,0 a 60%,Media,19.0,0.5,21.0,29,0.9987942760755611
8078850922,-8.109184899999999,-34.94871240000001,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,0.6,0.0,50.0,24,1.0
8055654922,-8.1167292,-34.9511932,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,83.0,4.8,51.0,16,1.0
8042515721,-8.1260415,-34.9512934,LVd2,0 a 40m,0 a 5º,0 a 15%,Media,17.8,0.2,28.0,2,1.0
8064369122,-7.994904900000001,-34.9348319,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,0.1,0.0,48.0,27,1.0
8077886022,-8.0092112,-34.918394,A2,20 a 100m,10 a 30º,0 a 60%,Media,8.0,0.3,41.0,36,0.639669485986951
8073066822,-8.0111166,-34.91938409999999,A2,20 a 100m,10 a 30º,0 a 60%,Media,1.6,0.0,40.0,36,1.0
8073085222,-8.003963299999999,-34.9216933,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,1.6,0.0,65.0,27,1.0
8058255822,-8.1132035,-34.9582109,PV1,20 a 100m,10 a 30º,0 a 60%,Alta,19.8,0.6,74.0,9,1.0
8073540122,-8.0075558,-34.9199872,A2,20 a 100m,10 a 30º,0 a 60%,Media,0.6,0.0,64.0,39,1.0
8073604022,-8.0046745,-34.9216894,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,0.6,0.0,47.0,27,1.0
8063036922,-8.008580199999999,-34.920616,A2,20 a 100m,10 a 30º,0 a 60%,Alta,14.2,1.3,67.0,5,0.3479863616222749
8064327722,-8.0122166,-34.918635,A2,20 a 100m,10 a 30º,0 a 60%,Media,0.1,0.0,65.0,39,1.0
8062649722,-8.0075558,-34.9199872,A2,20 a 100m,10 a 30º,0 a 60%,Media,7.4,0.3,64.0,39,1.0
8043559821,-8.1191128,-34.9523778,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,19.0,0.6,71.0,24,0.9387329064674922
8062931422,-8.0100277,-34.9186689,A2,20 a 100m,10 a 30º,0 a 60%,Media,7.4,0.6,41.0,36,0.525410320224948
8043552321,-8.1235395,-34.9530094,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,19.0,0.6,66.0,24,1.0
8062929022,-8.0100277,-34.9186689,A2,20 a 100m,10 a 30º,0 a 60%,Media,7.4,0.6,41.0,36,0.525410320224948
8062389522,-7.9957179,-34.9546986,LVd4,20 a 100m,10 a 30º,0 a 60%,Alta,7.4,0.4,61.0,7,1.0
8042585521,-8.120059,-34.9503909,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,17.8,0.2,38.0,24,1.0
8064186422,-8.0122166,-34.918635,A2,20 a 100m,10 a 30º,0 a 60%,Media,0.1,0.1,65.0,39,1.0
8059938122,-8.0103136,-34.918949,A2,20 a 100m,10 a 30º,0 a 60%,Media,2.9,0.0,67.0,39,1.0
8059883222,-8.013543,-34.9178822,A2,20 a 100m,10 a 30º,0 a 60%,Media,2.9,0.0,29.0,-1,0.0
8043532221,-8.120059,-34.9503909,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,19.0,0.6,38.0,24,1.0
8059874322,-8.006855,-34.9222219,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,2.9,0.0,58.0,27,1.0
8021261422,-7.996885199999999,-34.919929,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,30.3,5.5,71.0,-1,0.0
8069633922,-8.0118256,-34.9182488,A2,20 a 100m,10 a 30º,0 a 60%,Alta,15.6,1.6,65.0,5,0.3881127716273083
8066340022,-8.00856,-34.9221,A2,20 a 100m,10 a 30º,0 a 60%,Media,21.9,0.4,59.0,-1,0.0
8071438522,-8.0135371,-34.9162182,A2,20 a 100m,10 a 30º,0 a 60%,Media,14.5,0.0,53.0,-1,0.0
8074800722,-8.1289205,-34.9458192,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,12.4,0.1,35.0,24,1.0
8028928422,-7.994168299999999,-34.9143794,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,12.4,1.5,38.0,27,1.0
